id,severity,mqm_score,num_template_qs,num_srl_qs,num_diff_qs,num_atomic_qs,num_questions,num_mismatches,askqe_score
doc44,No Error,100,0,3,2,5,10,2,0.7551020408163265
doc4,Major,95,3,1,5,4,13,4,0.5616438356164384
doc4,Minor,99,13,3,2,4,22,3,0.7777777777777778
doc4,Major,95,3,1,5,4,13,4,0.5616438356164384
doc4,Major,95,3,1,5,4,13,4,0.5616438356164384
doc4,Major,95,2,1,0,4,7,0,1.0
doc4,Major,95,5,1,1,4,11,1,0.8461538461538461
doc4,Major,95,11,1,3,4,19,3,0.8089887640449438
doc4,No Error,100,3,1,0,4,8,0,1.0
doc4,No Error,100,3,1,0,4,8,0,1.0
doc4,No Error,100,3,4,2,4,13,4,0.5901639344262295
doc4,No Error,100,4,1,3,4,12,3,0.6
doc4,No Error,100,4,1,0,4,9,0,1.0
doc4,No Error,100,0,1,3,4,8,5,0.2727272727272727
